Long,Lat,Join_Count,TARGET_FID,ID,Latitude,Longitude,Region_Cod,Region_Nam
33.61667942004386,-2.7622663497985203,1,63,3959,-2.76226635,33.61667942,19,Mwanza
39.2047895799727,-6.678310680265853,1,64,70,-6.67831068,39.20478958,07,Dar es salaam
33.36343856977484,-9.270369159879008,1,65,4624,-9.27036916,33.36343857,12,Mbeya
33.547520000205175,-8.89881745991188,1,66,1241,-8.89881746,33.54752,12,Mbeya
32.68175492965723,-3.8314351297899285,1,67,4986,-3.83143513,32.68175493,17,Shinyanga
40.19750094985509,-10.281706880333262,1,68,630,-10.28170688,40.19750095,09,Mtwara
39.59612828974905,-10.79382539979613,1,69,1640,-10.7938254,39.59612829,09,Mtwara
32.12579975991134,-8.568090049771818,1,70,4109,-8.56809005,32.12579976,15,Rukwa
36.97928803002338,-11.467449940129168,1,71,8121,-11.46744994,36.97928803,10,Ruvuma
38.79323983002752,-7.2160014203235425,1,72,6957,-7.21600142,38.79323983,06,Pwani
34.221643039802615,-8.802407420049267,1,73,2289,-8.80240742,34.22164304,12,Mbeya
34.73737265005221,-4.090219649887205,1,74,3895,-4.09021965,34.73737265,13,Singida
38.99460256031189,-10.51179610016635,1,75,8054,-10.5117961,38.99460256,09,Mtwara
32.961491919811344,-8.90505978021922,1,76,4306,-8.90505978,32.96149192,12,Mbeya
35.85234611979701,-7.999126890227055,1,77,9032,-7.99912689,35.85234612,11,Iringa
36.237674859574085,-5.035472030014158,1,78,8023,-5.03547203,36.23767486,01,Dodoma
32.32959156975828,-2.402577140426555,1,79,6933,-2.40257714,32.32959157,19,Mwanza
30.160624370219224,-4.482683060068401,1,80,2652,-4.48268306,30.16062437,16,Kigoma
30.561288710148922,-7.041571500345382,1,81,8933,-7.0415715,30.56128871,15,Rukwa
32.22749350032759,-3.808333800143531,1,82,7852,-3.8083338,32.2274935,17,Shinyanga
32.94378634025869,-8.539498319565483,1,83,6063,-8.53949832,32.94378634,12,Mbeya
32.72457467996358,-2.7110933098858885,1,84,3146,-2.71109331,32.72457468,19,Mwanza
32.91387659959898,-1.9759418300658274,1,85,7111,-1.97594183,32.9138766,19,Mwanza
34.761901040188945,-4.833257200429111,1,86,755,-4.8332572,34.76190104,13,Singida
38.23601851004148,-5.717436559764725,1,87,6445,-5.71743656,38.23601851,04,Tanga
32.0634242500117,-2.3977974303034078,1,88,5535,-2.39779743,32.06342425,19,Mwanza
39.260187569633416,-8.60398999025356,1,89,8548,-8.60398999,39.26018757,08,Lindi
36.69362851008312,-8.203471679825302,1,90,8325,-8.20347168,36.69362851,05,Morogoro
39.781409720278624,-5.246350369873636,1,91,1897,-5.24635037,39.78140972,55,Kusini Pemba
32.9583163402477,-2.5454070299767158,1,92,1549,-2.54540703,32.95831634,19,Mwanza
35.651407070034914,-3.871321160038319,1,93,6617,-3.87132116,35.65140707,21,Manyara
34.82585171000669,-8.879759849561685,1,94,2488,-8.87975985,34.82585171,22,Njombe
38.35021450042387,-4.740031390207031,1,95,3984,-4.74003139,38.3502145,04,Tanga
35.33905815025256,-8.56409232030202,1,96,8467,-8.56409232,35.33905815,11,Iringa
34.612990780342486,-4.225850929621523,1,97,4116,-4.22585093,34.61299078,13,Singida
30.16141863993219,-4.4829111601384835,1,98,2751,-4.48291116,30.16141864,16,Kigoma
34.672602519964286,-8.90657870958232,1,99,3683,-8.90657871,34.67260252,22,Njombe
32.564615429583355,-8.95365989032185,1,100,8125,-8.95365989,32.56461543,12,Mbeya
32.7833376598639,-2.6406279898225593,1,101,7653,-2.64062799,32.78333766,19,Mwanza
38.93100557967937,-6.744112480213467,1,102,2554,-6.74411248,38.93100558,06,Pwani
33.37908427016018,-3.99684717030357,1,103,1044,-3.99684717,33.37908427,14,Tabora
32.28135968007084,-8.84840953000532,1,104,7252,-8.84840953,32.28135968,12,Mbeya
32.07196443011154,-2.611466159688321,1,105,2535,-2.61146616,32.07196443,25,Geita
36.76014005040044,-8.978149719777994,1,106,8950,-8.97814972,36.76014005,05,Morogoro
35.997777340193664,-8.205215409600656,1,107,5224,-8.20521541,35.99777734,11,Iringa
32.29512438011648,-2.3409669403673106,1,108,6099,-2.34096694,32.29512438,19,Mwanza
31.513754669563898,-3.4327518996920547,1,109,5607,-3.4327519,31.51375467,25,Geita
30.96696582992543,-8.128107630193385,1,110,8734,-8.12810763,30.96696583,15,Rukwa
36.869407350433185,-6.265031200161453,1,111,4734,-6.2650312,36.86940735,05,Morogoro
39.02782578989769,-10.48861938006797,1,112,7776,-10.48861938,39.02782579,09,Mtwara
34.50822471002641,-4.025963010377152,1,113,9367,-4.02596301,34.50822471,13,Singida
33.44991499031362,-8.571488559700343,1,114,3423,-8.57148856,33.44991499,12,Mbeya
32.01181410017126,-2.5067089601859043,1,115,2878,-2.50670896,32.0118141,25,Geita
36.72002604998435,-3.3636810002480275,1,116,2356,-3.363681,36.72002605,02,Arusha
39.08681603009015,-6.968397460379905,1,117,229,-6.96839746,39.08681603,07,Dar es salaam
38.351720480183594,-6.372751889580062,1,118,3406,-6.37275189,38.35172048,06,Pwani
30.908229200307332,-3.2523347200072834,1,119,771,-3.25233472,30.9082292,16,Kigoma
35.65686510973371,-10.662968679638078,1,120,580,-10.66296868,35.65686511,10,Ruvuma
32.886853920294875,-2.8528491999843157,1,121,6163,-2.8528492,32.88685392,19,Mwanza
36.132445079806665,-10.467358170067003,1,122,6212,-10.46735817,36.13244508,10,Ruvuma
39.232607299744274,-6.875757249735381,1,123,8574,-6.87575725,39.2326073,07,Dar es salaam
39.25354773958448,-6.883294659597247,1,124,8278,-6.88329466,39.25354774,07,Dar es salaam
33.308403629744646,-3.8217380001046974,1,125,3919,-3.821738,33.30840363,17,Shinyanga
34.791280860170986,-11.263398000238096,1,126,8883,-11.263398,34.79128086,10,Ruvuma
31.175777500140164,-7.854258909677899,1,127,5677,-7.85425891,31.1757775,15,Rukwa
38.05357002006666,-4.268602529743998,1,128,9209,-4.26860253,38.05357002,03,Kilimanjaro
36.42848861957815,-11.400792830320775,1,129,7050,-11.40079283,36.42848862,10,Ruvuma
39.22280039987239,-6.14814684009227,1,130,1531,-6.14814684,39.2228004,53,Mjini Magharibi
34.990256170264125,-8.797980170039134,1,131,7922,-8.79798017,34.99025617,11,Iringa
35.8822777703665,-6.290722929837751,1,132,4397,-6.29072293,35.88227777,01,Dodoma
33.03776076042045,-4.573587990009659,1,133,3170,-4.57358799,33.03776076,14,Tabora
39.781534579814924,-5.245948510140093,1,134,6376,-5.24594851,39.78153458,55,Kusini Pemba
37.20556707981512,-3.202463040103879,1,135,5472,-3.20246304,37.20556708,03,Kilimanjaro
38.53076547992237,-10.750776060127643,1,136,9138,-10.75077606,38.53076548,09,Mtwara
35.51702142028575,-6.570028739770348,1,137,6020,-6.57002874,35.51702142,01,Dodoma
39.26271139989886,-6.931570799916958,1,138,8658,-6.9315708,39.2627114,07,Dar es salaam
36.6932820101151,-5.959047109809943,1,139,919,-5.95904711,36.69328201,01,Dodoma
39.38172881010786,-10.919895759775864,1,140,6035,-10.91989576,39.38172881,09,Mtwara
32.858563489952836,-1.9403846698660596,1,141,6925,-1.94038467,32.85856349,19,Mwanza
33.7155510598759,-9.33031316976027,1,142,5146,-9.33031317,33.71555106,12,Mbeya
37.30188853999778,-3.350379130326096,1,143,1169,-3.35037913,37.30188854,03,Kilimanjaro
33.53726775963286,-3.365591360156588,1,144,3449,-3.36559136,33.53726776,17,Shinyanga
34.89157654981561,-9.23731241026885,1,145,5307,-9.23731241,34.89157655,22,Njombe
34.65333494979564,-9.493856579567659,1,146,1354,-9.49385658,34.65333495,22,Njombe
35.641834030377574,-10.674737470140409,1,147,393,-10.67473747,35.64183403,10,Ruvuma
39.72115386973348,-9.930897519646978,1,148,558,-9.93089752,39.72115387,08,Lindi
35.814262910201,-3.9030487097401565,1,149,1624,-3.90304871,35.81426291,21,Manyara
39.24087061997189,-6.833701619937954,1,150,151,-6.83370162,39.24087062,07,Dar es salaam
33.406387840077194,-3.627540580236538,1,151,1515,-3.62754058,33.40638784,17,Shinyanga
33.835922109945514,-2.0401578903658746,1,152,9233,-2.04015789,33.83592211,20,Mara
31.88753692012477,-2.7451531896679655,1,153,5230,-2.74515319,31.88753692,25,Geita
33.44100969984798,-3.674167079753123,1,154,862,-3.67416708,33.4410097,17,Shinyanga
33.35174437955962,-7.833434089652025,1,155,4167,-7.83343409,33.35174438,12,Mbeya
38.38480563960855,-5.1227748898526135,1,156,1552,-5.12277489,38.38480564,04,Tanga
34.77145004003096,-5.134826580170931,1,157,4915,-5.13482658,34.77145004,13,Singida
32.06985279001756,-2.6083828901147834,1,158,2577,-2.60838289,32.06985279,25,Geita
30.882828590047158,-1.567965189679819,1,159,8829,-1.56796519,30.88282859,18,Kagera
38.350022530447646,-6.375634840122436,1,160,3353,-6.37563484,38.35002253,06,Pwani
34.82418935960711,-8.875282459633016,1,161,2493,-8.87528246,34.82418936,22,Njombe
38.65013344958614,-10.834925489736513,1,162,9163,-10.83492549,38.65013345,09,Mtwara
34.22592159961819,-1.2335027202527824,1,163,3224,-1.23350272,34.2259216,20,Mara
39.24893873988151,-6.798304370315768,1,164,63,-6.79830437,39.24893874,07,Dar es salaam
38.46839004997277,-4.6775604701445905,1,165,4680,-4.67756047,38.46839005,04,Tanga
31.0831707703884,-6.345043369804331,1,166,2463,-6.34504337,31.08317077,23,Katavi
39.24001194015474,-6.792645110268709,1,167,107,-6.79264511,39.24001194,07,Dar es salaam
34.77572879028939,-9.246991779850388,1,168,4425,-9.24699178,34.77572879,22,Njombe
36.68237447998406,-8.088195710300447,1,169,7711,-8.08819571,36.68237448,05,Morogoro
31.511666770146242,-8.296041220132512,1,170,5600,-8.29604122,31.51166677,15,Rukwa
35.27903221991113,-10.919519950008034,1,171,2256,-10.91951995,35.27903222,10,Ruvuma
39.22961104008099,-7.5967649601724,1,172,9448,-7.59676496,39.22961104,06,Pwani
39.178736470321084,-6.6745486996483665,1,173,9304,-6.6745487,39.17873647,07,Dar es salaam
35.3458771897091,-3.522946540143912,1,174,5275,-3.52294654,35.34587719,02,Arusha
35.302088559656404,-8.262121839920955,1,175,8323,-8.26212184,35.30208856,11,Iringa
35.75620386992024,-7.647118170011295,1,176,1649,-7.64711817,35.75620387,11,Iringa
39.253213250091804,-6.883252729713262,1,177,8637,-6.88325273,39.25321325,07,Dar es salaam
38.29749823970275,-10.911302899974947,1,178,8233,-10.9113029,38.29749824,09,Mtwara
34.7636515701151,-11.047806599900525,1,179,3731,-11.0478066,34.76365157,10,Ruvuma
39.32388632040447,-6.135115490298697,1,180,6613,-6.13511549,39.32388632,52,Kusini Unguja
35.87432375985414,-7.740814139821956,1,181,2294,-7.74081414,35.87432376,11,Iringa
38.964516819925045,-9.988118309973007,1,182,3277,-9.98811831,38.96451682,08,Lindi
32.34454247986518,-5.249295260378249,1,183,6157,-5.24929526,32.34454248,14,Tabora
35.63958570981649,-6.162705990072826,1,184,4974,-6.16270599,35.63958571,01,Dodoma
39.279607079950914,-6.844801830188735,1,185,158,-6.84480183,39.27960708,07,Dar es salaam
38.3846564599826,-5.12584210004101,1,186,2077,-5.1258421,38.38465646,04,Tanga
34.84323846039701,-4.551515379618623,1,187,1280,-4.55151538,34.84323846,13,Singida
35.855998540384846,-7.759743369816759,1,188,2399,-7.75974337,35.85599854,11,Iringa
33.23017285957188,-8.386331799797912,1,189,3676,-8.3863318,33.23017286,12,Mbeya
32.480598759785906,-6.743764530092043,1,190,3381,-6.74376453,32.48059876,23,Katavi
34.2693683398569,-3.628043009766708,1,191,7118,-3.62804301,34.26936834,24,Simiyu
32.83647906985283,-9.249637879645002,1,192,2604,-9.24963788,32.83647907,12,Mbeya
37.33960351039588,-5.553020520124726,1,193,6541,-5.55302052,37.33960351,04,Tanga
39.13890922022854,-10.128545310324446,1,194,1978,-10.12854531,39.13890922,08,Lindi
39.2504417004036,-6.794003509841336,1,195,173,-6.79400351,39.2504417,07,Dar es salaam
31.560446580054695,-7.6810199499544485,1,196,2857,-7.68101995,31.56044658,15,Rukwa
34.7272564198038,-1.7948764796816858,1,197,7083,-1.79487648,34.72725642,20,Mara
34.76461166972786,-5.02482207965908,1,198,2764,-5.02482208,34.76461167,13,Singida
38.56411476021052,-10.196750209670842,1,199,6800,-10.19675021,38.56411476,08,Lindi
37.30239732960503,-3.3470753804343456,1,200,1022,-3.34707538,37.30239733,03,Kilimanjaro
33.33314555032274,-9.331522409755584,1,201,8445,-9.33152241,33.33314555,12,Mbeya
37.56766842983706,-3.3534595303480614,1,202,2996,-3.35345953,37.56766843,03,Kilimanjaro
32.802195869554225,-5.011343339684841,1,203,7040,-5.01134334,32.80219587,14,Tabora
35.476909559656676,-2.0604785497541758,1,204,4660,-2.06047855,35.47690956,02,Arusha
36.98623599029959,-3.5459107401108443,1,205,8846,-3.54591074,36.98623599,21,Manyara
31.933591560363126,-8.074548909803926,1,206,3780,-8.07454891,31.93359156,15,Rukwa
35.13522843958549,-5.866409490127944,1,207,8155,-5.86640949,35.13522844,13,Singida
32.691995769710246,-2.76908119000538,1,208,3807,-2.76908119,32.69199577,19,Mwanza
32.48178859005781,-6.743295790163152,1,209,3383,-6.74329579,32.48178859,23,Katavi
35.15097840023931,-8.590996370074592,1,210,7547,-8.59099637,35.1509784,11,Iringa
33.95443295028432,-4.455599129700111,1,211,717,-4.45559913,33.95443295,14,Tabora
33.45582863037169,-8.905999870208678,1,212,934,-8.90599987,33.45582863,12,Mbeya
34.657397620193954,-4.603281920148531,1,213,1458,-4.60328192,34.65739762,13,Singida
32.06952484026017,-2.609280139746492,1,214,2534,-2.60928014,32.06952484,25,Geita
33.960934749698254,-1.7236631596050307,1,215,8102,-1.72366316,33.96093475,20,Mara
32.276207000195,-2.6364112697391615,1,216,2102,-2.63641127,32.276207,25,Geita
39.79331772031128,-5.183178049757594,1,217,6050,-5.18317805,39.79331772,54,Kaskazini Pemba
39.24486003994531,-6.811830820252959,1,218,110,-6.81183082,39.24486004,07,Dar es salaam
37.14427667009997,-6.657472309913092,1,219,6151,-6.65747231,37.14427667,05,Morogoro
38.385243860262044,-5.125591800392649,1,220,1629,-5.1255918,38.38524386,04,Tanga
39.21582054042042,-6.128432139979999,1,221,4434,-6.12843214,39.21582054,53,Mjini Magharibi
30.597438449707774,-7.4902655196452415,1,222,7915,-7.49026552,30.59743845,15,Rukwa
35.34401987974005,-3.5256080195856994,1,223,5285,-3.52560802,35.34401988,02,Arusha
34.37410226036728,-8.696757150158726,1,224,316,-8.69675715,34.37410226,12,Mbeya
37.135605070067285,-6.662061719682084,1,225,6061,-6.66206172,37.13560507,05,Morogoro
33.13411496958513,-4.185944310092325,1,226,1802,-4.18594431,33.13411497,14,Tabora
38.47258353034781,-11.112991770429797,1,227,8761,-11.11299177,38.47258353,09,Mtwara
39.07477525995685,-7.141857550074136,1,228,9412,-7.14185755,39.07477526,06,Pwani
39.24135097969703,-6.142629599558298,1,229,2082,-6.1426296,39.24135098,53,Mjini Magharibi
33.12339936990444,-4.188187389589846,1,230,1637,-4.18818739,33.12339937,14,Tabora
39.27936424017679,-6.84478612003907,1,231,181,-6.84478612,39.27936424,07,Dar es salaam
39.225205959744144,-6.1731305100297105,1,232,7742,-6.17313051,39.22520596,53,Mjini Magharibi
33.81672376035938,-9.164725300398258,1,233,4277,-9.1647253,33.81672376,12,Mbeya
34.83488067962231,-6.21281510008163,1,234,7527,-6.2128151,34.83488068,13,Singida
35.69146410019398,-4.466973920273299,1,235,1439,-4.46697392,35.6914641,21,Manyara
32.74709935001133,-2.9053722897528877,1,236,4197,-2.90537229,32.74709935,19,Mwanza
34.8393629099707,-4.849302619585479,1,237,1828,-4.84930262,34.83936291,13,Singida
33.005836500125376,-9.011468749705632,1,238,1581,-9.01146875,33.0058365,12,Mbeya
39.223274880123995,-6.1484240697236885,1,239,1878,-6.14842407,39.22327488,53,Mjini Magharibi
33.879295889915134,-2.018017859590128,1,240,8408,-2.01801786,33.87929589,20,Mara
35.621441570047196,-7.697166670199912,1,241,4630,-7.69716667,35.62144157,11,Iringa
29.697868340408924,-4.744900190334375,1,242,7977,-4.74490019,29.69786834,16,Kigoma
38.472432330410754,-11.112723550152362,1,243,8955,-11.11272355,38.47243233,09,Mtwara
34.20970241026389,-3.3008230596563113,1,244,7287,-3.30082306,34.20970241,24,Simiyu
36.67018635021154,-3.3876801300562827,1,245,677,-3.38768013,36.67018635,02,Arusha
33.80910833026747,-1.513483333234705,1,246,7590,-1.51348333,33.80910833,20,Mara
39.26271139989886,-6.931570799916958,1,247,8656,-6.9315708,39.2627114,07,Dar es salaam
31.96504314961357,-4.545268869753937,1,248,7726,-4.54526887,31.96504315,14,Tabora
32.396142520065425,-5.104970319953836,1,249,4023,-5.10497032,32.39614252,14,Tabora
38.19302168023304,-4.638348190286733,1,250,4684,-4.63834819,38.19302168,04,Tanga
32.295141319647776,-2.3471847996265005,1,251,6066,-2.3471848,32.29514132,19,Mwanza
36.86952161973058,-6.264925749862228,1,252,4688,-6.26492575,36.86952162,05,Morogoro
38.32027555014434,-4.6429781601931,1,253,4942,-4.64297816,38.32027555,04,Tanga
37.18550502972769,-11.039856210072205,1,254,8257,-11.03985621,37.18550503,10,Ruvuma
35.557839009978444,-2.0637524798339624,1,255,5025,-2.06375248,35.55783901,02,Arusha
33.84648929985643,-6.301055199995862,1,256,9181,-6.3010552,33.8464893,14,Tabora
38.27523165024625,-5.615290199878164,1,257,6316,-5.6152902,38.27523165,04,Tanga
31.08311552040515,-3.103718330054777,1,258,2109,-3.10371833,31.08311552,18,Kagera
34.54952903029623,-9.00006581966926,1,259,3892,-9.00006582,34.54952903,22,Njombe
38.94369096019933,-10.181909669913356,1,260,2890,-10.18190967,38.94369096,08,Lindi
34.820128149869454,-4.196711949876094,1,261,4833,-4.19671195,34.82012815,13,Singida
37.18215335970711,-11.040754010217015,1,262,8256,-11.04075401,37.18215336,10,Ruvuma
39.14634212972266,-6.849304580010165,1,263,219,-6.84930458,39.14634213,07,Dar es salaam
33.354568789712395,-3.070384579787172,1,264,8740,-3.07038458,33.35456879,19,Mwanza
30.795792019623082,-7.87313813030357,1,265,6333,-7.87313813,30.79579202,15,Rukwa
32.963346600411555,-2.523244169709257,1,266,1719,-2.52324417,32.9633466,19,Mwanza
39.13902221032495,-10.12837584975432,1,267,2116,-10.12837585,39.13902221,08,Lindi
35.685859120369244,-4.268992870367552,1,268,2002,-4.26899287,35.68585912,21,Manyara
34.5186628299973,-5.322254559658678,1,269,3532,-5.32225456,34.51866283,13,Singida
31.8409975597389,-8.764779629991656,1,270,8170,-8.76477963,31.84099756,15,Rukwa
35.81326419021756,-3.906507869609759,1,271,1757,-3.90650787,35.81326419,21,Manyara
34.25997654968115,-2.979759209615939,1,272,3792,-2.97975921,34.25997655,24,Simiyu
33.580206209727606,-2.377594250369926,1,273,8243,-2.37759425,33.58020621,24,Simiyu
39.25354988026982,-5.887827870247595,1,274,4495,-5.88782787,39.25354988,51,Kaskazini Unguja
29.662191490185286,-4.9078544499218,1,275,7746,-4.90785445,29.66219149,16,Kigoma
33.97212443976174,-2.6349608802647495,1,276,1350,-2.63496088,33.97212444,24,Simiyu
31.02308580007156,-7.191243799613496,1,277,8532,-7.1912438,31.0230858,15,Rukwa
31.494778290091187,-2.103280369731812,1,278,3965,-2.10328037,31.49477829,18,Kagera
39.240960519772244,-6.792464209767664,1,279,106,-6.79246421,39.24096052,07,Dar es salaam
36.987521880119786,-3.559170509831601,1,280,9131,-3.55917051,36.98752188,21,Manyara
37.45852170976661,-3.8207543599281024,1,281,9134,-3.82075436,37.45852171,21,Manyara
31.717332850154794,-8.370363450020255,1,282,7188,-8.37036345,31.71733285,15,Rukwa
39.0294304801341,-10.951185909667808,1,283,5979,-10.95118591,39.02943048,09,Mtwara
40.117162190341645,-10.287815109803734,1,284,560,-10.28781511,40.11716219,09,Mtwara
32.59721337962913,-2.7697256899819753,1,285,3602,-2.76972569,32.59721338,19,Mwanza
33.70485013956525,-9.32794077012791,1,286,5013,-9.32794077,33.70485014,12,Mbeya
39.0977980503212,-5.132927610398233,1,287,1063,-5.13292761,39.09779805,04,Tanga
33.957589110068156,-8.973461019744244,1,288,8664,-8.97346102,33.95758911,22,Njombe
31.376284649795142,-7.42924087002172,1,289,7627,-7.42924087,31.37628465,23,Katavi
33.199132759806965,-2.5390140596384554,1,290,3494,-2.53901406,33.19913276,19,Mwanza
37.261192810366644,-3.2110815000388846,1,291,4927,-3.2110815,37.26119281,03,Kilimanjaro
31.165390279611586,-7.106506729985623,1,292,7100,-7.10650673,31.16539028,23,Katavi
40.11660894041605,-10.286637359951,1,293,682,-10.28663736,40.11660894,09,Mtwara
35.120916319680454,-5.8798106195873086,1,294,8375,-5.87981062,35.12091632,13,Singida
33.300703430131,-3.169872380020214,1,295,8745,-3.16987238,33.30070343,19,Mwanza
34.755436689742574,-5.04113106975081,1,296,2750,-5.04113107,34.75543669,13,Singida
32.93341539989802,-2.5341270499124993,1,297,249,-2.53412705,32.9334154,19,Mwanza
34.51970500957587,-5.329120509971657,1,298,3538,-5.32912051,34.51970501,13,Singida
34.886080820400764,-10.82753216000092,1,299,4403,-10.82753216,34.88608082,10,Ruvuma
39.25587238011379,-6.800089419823516,1,300,51,-6.80008942,39.25587238,07,Dar es salaam
35.48008133036354,-7.757071270322539,1,301,3874,-7.75707127,35.48008133,11,Iringa
31.399293650121542,-7.255772700023921,1,302,8078,-7.2557727,31.39929365,23,Katavi
39.2225302504153,-6.170265269572724,1,303,3920,-6.17026527,39.22253025,53,Mjini Magharibi
38.67832565993167,-10.519409309940345,1,304,9188,-10.51940931,38.67832566,09,Mtwara
32.15847508005589,-8.460327630406487,1,305,4551,-8.46032763,32.15847508,15,Rukwa
36.03874388044194,-7.681497970422483,1,306,2620,-7.68149797,36.03874388,11,Iringa
32.70359251966662,-2.774333799902698,1,307,3975,-2.7743338,32.70359252,19,Mwanza
33.80838533019422,-1.4982394399372032,1,308,1209,-1.49823944,33.80838533,20,Mara
38.29238409036605,-4.796151249860181,1,309,3696,-4.79615125,38.29238409,04,Tanga
